subscription_id,cancelled_at,Contract,created_at,Customer,first_activate_at,Msisdn Activate At,changed_at,msisdn_last_activated_at,pending_status,msisdn_last_paused_at,current_esim,pending_plan,plan_activate_at,plan_active,status,Subscriber,type
61273e51-9t63-4695-33t1-5036203et33c,,,2022-10-29,077660t1-39ec-46b5-3e19-e35btc72b13t,2023-07-17,2023-07-17,,,activate,,,CELL Flex,2023-07-17,,SUBSCRIPTION_STATUS_PENDING,05ft0033-5330-496a-ae03-33fta0b35340,SUBSCRIPTION_TYPE_CELL
7cc7te5f-3733-4359-b3c0-77a1077t10a9,2022-10-30,,2022-10-29,a6313b36-e767-4307-303t-a71624a6e074,2022-10-30,,2022-10-30,,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
59260t35-2993-4tbt-a35e-1ef4ca1c1ct4,,,2022-10-28,ae3tt0f5-cat7-4535-a269-c9tf99afb5tf,2022-11-01,,2022-11-01,2022-11-01,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
eb1724f4-e64b-432c-bttf-t61ett3f92b5,,,2022-10-28,103b4414-3629-40e3-b06c-53c4ftb3tf36,2022-11-02,,2022-11-02,2022-11-02,,,False,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,2f37e34e-9a4t-46t1-9b4t-1f13e14a4c67,SUBSCRIPTION_TYPE_CELL
37t1c5c3-1ca3-4406-bf03-5b3ee540c56t,,,2022-10-28,39a3031t-fatc-4039-a5ac-3ec7790f4454,2023-01-26,2023-01-26,,,activate,,,PBX,2023-01-26,PBX,SUBSCRIPTION_STATUS_PENDING,,SUBSCRIPTION_TYPE_PBX
72a2757e-7a40-4930-b93b-6t0aa2t1e3e3,,,2022-10-28,39a3031t-fatc-4039-a5ac-3ec7790f4454,2023-01-26,2023-01-26,,,activate,,,DataSIM,2023-01-26,,SUBSCRIPTION_STATUS_PENDING,353cea42-3a0a-4a79-a339-3cbcbc75a4f6,SUBSCRIPTION_TYPE_DATA
3f9t92c7-4f11-4c60-b71t-92aa0f09b3b3,,,2022-10-28,39a3031t-fatc-4039-a5ac-3ec7790f4454,2023-01-26,2023-01-26,,,activate,,,CELL 1GB,2023-01-26,,SUBSCRIPTION_STATUS_PENDING,353cea42-3a0a-4a79-a339-3cbcbc75a4f6,SUBSCRIPTION_TYPE_CELL
4aet207c-1259-4797-3426-1506215a7f23,,,2022-10-28,cff3520f-5332-40t5-34e3-69e99t7ca256,2023-02-01,2023-02-01,,,activate,,,PBX,2023-02-01,PBX,SUBSCRIPTION_STATUS_PENDING,,SUBSCRIPTION_TYPE_PBX
2367607t-a634-410f-3a67-720ec63433ff,,,2022-10-28,a25fa64a-b06a-4255-303t-ct4936aa3347,2022-10-28,,2022-10-28,2022-10-28,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
7f3bc03a-1bc5-40cb-bt31-4t23t779ct25,,,2022-10-28,a25fa64a-b06a-4255-303t-ct4936aa3347,2023-03-27,2023-03-27,,,activate,,,PBX,2023-03-27,PBX,SUBSCRIPTION_STATUS_PENDING,,SUBSCRIPTION_TYPE_PBX
0693977f-3943-465f-b3b9-3b0c7f6c3e21,,,2022-10-28,960454c1-2ca6-41aa-3e63-fcbb7cfa9ec3,2022-11-07,,2022-11-07,2022-11-07,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,1f931caa-a352-4b0f-920t-651b30a29t7b,SUBSCRIPTION_TYPE_CELL
372a140a-730a-43ae-9430-2a95bb44739b,,,2022-10-28,333c2a42-7ctf-4t3c-967b-36cf3e4bc6ea,2022-10-28,,2022-10-28,2022-10-28,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
029347ea-51ce-4b9b-3615-075036t33964,,,2022-10-28,e76aa3a6-a403-4e43-b209-9e37b63a4216,2022-11-30,,2022-11-30,2022-11-30,,2022-11-30,False,,,CELL 5GB,SUBSCRIPTION_STATUS_PAUSED,f3011f0a-5cc9-4t0a-b3ea-b45557a54995,SUBSCRIPTION_TYPE_CELL
967c5733-b365-4f23-30ac-a5t4ea2a7b0a,2022-11-14,,2022-10-28,39a5b057-0462-424e-b6cc-f9t37c4115e0,2022-10-28,,2022-11-14,2022-10-28,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
a101etc3-39bf-446b-3t6t-1b3bf51b2255,,,2022-10-28,0t3419f4-b36t-4t3e-9533-3b4963ac6ttb,2022-12-28,2022-12-28,,,activate,,,CELL 1GB,2022-12-28,,SUBSCRIPTION_STATUS_PENDING,271c47fc-0332-4796-342e-34f34b3567tc,SUBSCRIPTION_TYPE_CELL
cac94bt2-9c3f-4c33-3f53-3t497e2a343t,,,2022-10-28,939c95c9-b2a1-4c0f-9bf5-f4519a124795,2022-10-28,,2022-10-28,2022-10-28,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
1a1569bf-4e3f-4f45-97a1-4550ee314a09,,,2022-10-27,tbf42cb7-e693-44fa-973t-367493324795,2022-10-27,,2022-10-27,2022-10-27,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
505bc40c-bc53-4b32-b040-tc1fc7etf72c,,,2022-10-27,tbf42cb7-e693-44fa-973t-367493324795,2022-10-27,,2022-10-27,2022-10-27,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
9e2fec30-be31-4tf4-9594-t65330e4be19,,,2022-10-27,tbf42cb7-e693-44fa-973t-367493324795,2022-10-27,,2022-10-27,2022-10-27,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
0atfte31-a7t6-4b5t-b5ab-e07057c06249,2022-10-27,,2022-10-27,03a7ta62-caa2-4550-b5c2-3c9tc5t1b1c9,2022-10-27,,2022-10-27,2022-10-27,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
6fb3c77c-312f-453a-34b1-5t32bt5063ef,,,2022-10-27,taf0a512-56a9-4214-9t4a-9ea5c6c0f330,2022-12-28,2022-12-28,,,activate,,,CELL 10GB,2022-12-28,,SUBSCRIPTION_STATUS_PENDING,e0cf6t97-eb92-4406-aae7-cae7ee0c23te,SUBSCRIPTION_TYPE_CELL
tct7f1e6-5c91-425c-a0bf-5b4b31fc2901,,,2022-10-26,a6927255-t9a3-433a-3579-bc59f31139e4,2022-10-26,,2022-10-26,2022-10-26,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
ae5193a0-et21-493e-b12t-aa42fefbe43b,,,2022-10-26,a6927255-t9a3-433a-3579-bc59f31139e4,2022-10-26,,2022-10-26,2022-10-26,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
30tb7aec-5ce9-4cbc-b0tc-0360ebc3f621,,,2022-10-26,1fa9fa30-53a5-4e31-309b-e59403fa3et1,2022-12-01,,2022-12-01,2022-12-01,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,17c4bb91-4701-4913-3005-9753363bc939,SUBSCRIPTION_TYPE_CELL
e40f35b9-9694-4e03-3aeb-c7ce33tce3f0,,,2022-10-26,1fa9fa30-53a5-4e31-309b-e59403fa3et1,2022-12-01,,2022-12-01,2022-12-01,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,46119262-fc70-496c-3994-fbf634a9ca7c,SUBSCRIPTION_TYPE_CELL
0t14b460-9c5t-434a-9649-5efcc363tefc,,,2022-10-26,f5b1bea3-952t-43bb-9010-et36c44ac099,2022-10-31,,2022-10-31,2022-10-31,,,True,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,03326bt9-5395-464b-9745-tb7c6067ea12,SUBSCRIPTION_TYPE_CELL
a5tb05e0-3252-4tt4-9a56-4bcf0c945752,,,2022-10-25,9bb4fe52-2t0c-4623-92t3-a4949c13fb32,2022-11-09,,2022-11-09,2022-11-09,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
2b762aa6-fc5a-4034-9b72-32b93a34a062,,,2022-10-25,9bb4fe52-2t0c-4623-92t3-a4949c13fb32,2022-10-28,,2022-10-28,2022-10-28,,,False,,,DataSIM,SUBSCRIPTION_STATUS_ACTIVATED,2f3f6379-e3t1-46ec-91ae-2aa607739153,SUBSCRIPTION_TYPE_DATA
70f71003-073e-443f-att2-40a7bb4004b1,,,2022-10-25,9bb4fe52-2t0c-4623-92t3-a4949c13fb32,2022-10-28,,2022-10-28,2022-10-28,,,False,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,2f3f6379-e3t1-46ec-91ae-2aa607739153,SUBSCRIPTION_TYPE_CELL
5052c33a-e605-434t-3294-6aa4034bb690,,,2022-10-25,ea10112a-3033-4106-39t3-tb747e3c5t3b,2022-10-25,,2022-10-25,2022-10-25,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
7t32a615-2c01-4bf0-b4b2-4a3bc277f7bb,,,2022-10-25,6a90b4f3-75f3-4cb7-9t94-f01fb4a773e1,2022-11-09,,2022-11-09,2022-11-09,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
34933593-9b49-4e63-ae03-1t09033c391f,,,2022-10-25,6a90b4f3-75f3-4cb7-9t94-f01fb4a773e1,2022-11-09,,2022-11-09,2022-11-09,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
et03930f-3f30-43b3-3b53-359t1fc7t1te,,,2022-10-25,6a90b4f3-75f3-4cb7-9t94-f01fb4a773e1,2022-11-09,,2022-11-09,2022-11-09,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,33e03466-1693-4bc5-9tt5-912tf4942t49,SUBSCRIPTION_TYPE_CELL
61c307e5-7f2b-4406-9671-4c2133t7735a,,,2022-10-25,6a90b4f3-75f3-4cb7-9t94-f01fb4a773e1,2022-11-09,,2022-11-09,2022-11-09,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,bat362b9-te35-4a60-3cf4-f7fb3f232e00,SUBSCRIPTION_TYPE_CELL
4ff33113-9cb4-4363-9e15-3f39aa2f2203,,,2022-10-25,tab02bb6-5243-4164-97c6-96e9b3065f0f,2022-10-25,,2022-10-25,2022-10-25,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
341ab39c-5a9e-4336-a26a-9553e23443ee,,,2022-10-24,0t37t3f5-9b16-4650-9c3b-362c23te32ab,2022-11-07,,2022-11-07,2022-11-07,,,True,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,93733fa9-t25e-4471-3223-3731f391t5c2,SUBSCRIPTION_TYPE_CELL
a515bt4c-b7ee-43c3-3eb6-45f6f1713736,,,2022-10-24,29t29347-e6c5-41t9-3eb6-f7aa5297f335,2022-11-01,,2022-11-01,2022-11-01,,,False,,,DataSIM,SUBSCRIPTION_STATUS_ACTIVATED,7f35c633-4a66-4af0-aa9t-b5ffa1tbt3f0,SUBSCRIPTION_TYPE_DATA
3345e0b3-5231-4642-9766-53ee5691ft3f,,,2022-10-24,29t29347-e6c5-41t9-3eb6-f7aa5297f335,2022-11-01,,2022-11-01,2022-11-01,,,True,,,CELL Flex,SUBSCRIPTION_STATUS_ACTIVATED,7f35c633-4a66-4af0-aa9t-b5ffa1tbt3f0,SUBSCRIPTION_TYPE_CELL
9f7c7274-2365-4t00-a63e-t33430921b39,,,2022-10-24,4023b334-3t15-475f-a03b-66f52e376a34,2022-10-24,,2022-10-24,2022-10-24,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
tt9e0ce1-1799-46t3-997c-1cb2cb6273b5,,,2022-10-24,4023b334-3t15-475f-a03b-66f52e376a34,2022-11-08,,2022-11-08,2022-11-08,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
36cb95a4-10e3-4311-btea-f205aac22aa3,,,2022-10-24,4023b334-3t15-475f-a03b-66f52e376a34,2022-11-08,,2022-11-08,2022-11-08,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
eb25fft3-7336-4t05-97t2-3a33b0t4cbe6,,,2022-10-24,0e440t5b-cbe7-4c3f-b952-4b716c3166f7,2022-10-24,,2022-10-24,2022-10-24,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
3f1ea67t-t6f1-4e23-9791-9ta36b7640bt,,,2022-10-24,9c3cftb0-0607-4303-aa63-f134ceca45t1,2022-11-08,,2022-11-08,2022-11-08,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
617ct21a-a11c-42ea-ba24-a6tf353t2fc1,,,2022-10-24,67363f6b-0abt-4b31-92et-92fa1933f004,2022-10-27,,2022-12-01,2022-10-31,,2022-12-01,False,,,CELL 1GB,SUBSCRIPTION_STATUS_PAUSED,a432c51t-fe3a-457a-ae1a-bt6et43a2e66,SUBSCRIPTION_TYPE_CELL
eeb9f7fe-t29b-46t1-b03t-300b47c345a4,,,2022-10-24,67363f6b-0abt-4b31-92et-92fa1933f004,2022-10-27,,2022-10-28,2022-10-28,,,True,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,57340a39-6135-4722-9f1a-37c332c5253t,SUBSCRIPTION_TYPE_CELL
3c531435-b703-49t9-9t33-02ba31ef33a0,,,2022-10-24,67363f6b-0abt-4b31-92et-92fa1933f004,2022-10-27,,2022-10-28,2022-10-28,,,True,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,1664a4t3-1b77-47f6-37tc-064924atf022,SUBSCRIPTION_TYPE_CELL
cb7a0ftf-5c5b-46fa-b627-34ct06e3ebt3,,,2022-10-24,67363f6b-0abt-4b31-92et-92fa1933f004,2022-10-27,,2022-10-31,2022-10-31,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,9477a799-ta56-4065-b471-b3f3493tea64,SUBSCRIPTION_TYPE_CELL
56c4tc6c-ctc3-426c-3fb6-096ff42fbt2e,,,2022-10-24,39aa7109-cea7-4e33-3bbe-fa137367b32f,2022-11-02,,2022-11-02,2022-11-02,,,True,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,b33e7bt6-7e06-4f95-a99e-91a7113771c1,SUBSCRIPTION_TYPE_CELL
etc0231t-776t-405t-3116-596566c03c30,,,2022-10-23,7206tb6t-0e6t-4bb3-3ffa-ba3fc3f440fc,2022-10-24,,2022-10-24,2022-10-24,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
tb69fa4e-15t7-4563-93t7-e3e37733ac7a,,,2022-10-23,7206tb6t-0e6t-4bb3-3ffa-ba3fc3f440fc,2022-10-24,,2022-10-24,2022-10-24,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
c01a40aa-t0t7-4eb7-bc70-91073b1f176a,,,2022-10-23,23b3e771-3a56-4413-aat9-39333t9064ea,2022-10-24,,2022-10-24,2022-10-24,,,True,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,50t23e21-9f1t-45b4-a22f-3043cf3cbb37,SUBSCRIPTION_TYPE_CELL
42e3ebb4-7952-449b-3f7f-1a307c352246,2022-11-26,,2022-10-23,23b3e771-3a56-4413-aat9-39333t9064ea,2022-10-24,,2022-11-26,2022-10-24,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
3e33t53e-cf09-4991-95cc-197276bf40f4,,,2022-10-23,ea1934bf-tt3c-4et0-3c07-9e1a790bf661,2022-11-02,,2022-11-02,2022-11-02,,,False,,,DataSIM,SUBSCRIPTION_STATUS_ACTIVATED,f795b373-2ac3-42f4-bf0a-7b4f706t2031,SUBSCRIPTION_TYPE_DATA
09tefb30-7cca-403t-a4e9-ebbcea913b40,,,2022-10-23,ea1934bf-tt3c-4et0-3c07-9e1a790bf661,2022-11-02,,2022-11-02,2022-11-02,,,True,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,f795b373-2ac3-42f4-bf0a-7b4f706t2031,SUBSCRIPTION_TYPE_CELL
4162ae33-0c49-44e6-3aa4-3403244cc6f4,,,2022-10-23,40e34652-b2e7-4f05-b074-t0a6b39f43t0,2022-11-01,,2022-11-01,2022-11-01,,,False,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,5f3293bt-6067-413a-a0ec-ca55636e9b93,SUBSCRIPTION_TYPE_CELL
32t96c66-b6b0-4111-b3a2-0b37ct09463f,,,2022-10-22,5t5fe6fe-924a-4274-3660-3ea31bcbcb2e,2022-10-24,,2022-10-24,2022-10-24,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
a351f2ae-3230-473c-a0b1-ea1533e93c06,,,2022-10-21,03a7ta62-caa2-4550-b5c2-3c9tc5t1b1c9,2022-10-21,,2022-10-27,2022-10-27,,2022-10-24,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
t712e337-7a7f-46b2-3e5t-2704bf650a5a,,,2022-10-20,e15f300e-539e-4b10-bcae-b3e0c7300tbt,2022-11-04,,2022-11-04,2022-11-04,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
6937ce35-a674-450e-9aa3-2c9c5151f31b,,,2022-10-20,5eat240c-b754-4500-9c35-39670ae7c19f,2022-10-25,,2022-10-25,2022-10-25,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,33ae932e-6cea-4771-a0t3-72fac3543f5c,SUBSCRIPTION_TYPE_CELL
c35a4653-992c-43t3-9a1b-219aca91e03f,,,2022-10-20,2t5b9f39-236t-40t3-a35a-03tb93313fe6,2022-10-25,,2022-10-25,2022-10-25,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,2b9b63ce-55cc-40f7-a46c-90a0be561baf,SUBSCRIPTION_TYPE_CELL
433f950f-30t4-4177-b7e5-ac2cc0eb0a16,,,2022-10-20,7339b7bc-0241-4399-b3f6-4c6ee5e36997,2022-11-04,,2022-11-04,2022-11-04,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
692t3c45-aa94-427t-b7t9-t236a3913237,,,2022-10-19,5eat240c-b754-4500-9c35-39670ae7c19f,2022-10-19,,2022-10-19,2022-10-19,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
75a7000t-42ac-42bc-afe6-3334e7t72930,2022-10-19,,2022-10-19,5a4fe47b-91tb-4aa5-3e7a-t4304a1073e4,2022-10-19,,2022-10-19,2022-10-19,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
0066eba3-et5t-46c3-3t2e-3e69c5216173,,,2022-10-19,bcta17b9-34e3-43b3-b273-t7003702t445,2022-11-07,,2022-11-07,2022-11-07,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
fa9f0425-5e06-431t-315e-527t326370f2,,,2022-10-18,fbab4994-ce24-431a-9a1e-7639b97226tb,2022-10-21,,2022-10-21,2022-10-21,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,55202f63-a14c-4973-3f39-b1033t364093,SUBSCRIPTION_TYPE_CELL
c126fcfe-1213-40e3-936a-ftt34326tt25,,,2022-10-18,006e9a1f-03a7-4362-aee0-52594t1e72f2,2022-10-25,,2022-10-25,2022-10-25,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
a3bae1f9-7379-434f-9643-000e4996c205,,,2022-10-18,006e9a1f-03a7-4362-aee0-52594t1e72f2,2022-10-31,,2022-10-31,2022-10-31,,,True,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,t63123ba-203c-4357-a02e-0644363t4bac,SUBSCRIPTION_TYPE_CELL
b3f57eff-f47t-4947-be69-306b30fb00ft,,,2022-10-17,260050f5-9935-4976-ab51-t3eetb4a92ec,2022-10-28,,2022-10-28,2022-10-28,,,False,,,M2M 100MB,SUBSCRIPTION_STATUS_ACTIVATED,05t4fta7-33ea-457f-39fa-a2tb6360b354,SUBSCRIPTION_TYPE_M2M
7t352052-3e5t-43t7-932b-9620034451t3,,,2022-10-17,1fa9fa30-53a5-4e31-309b-e59403fa3et1,2022-10-31,,2022-10-31,2022-10-31,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,571c7fc3-5a1c-4424-3b2f-bf5c67cff333,SUBSCRIPTION_TYPE_CELL
47t1951c-3e04-47e3-349a-959b0bb53a5b,,,2022-10-17,1044b3ba-3e30-4e6t-965c-9f2b13230t0a,2022-10-25,,2022-10-25,2022-10-25,,,True,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,7b30be27-a70t-4442-36t4-61b7afff6t6b,SUBSCRIPTION_TYPE_CELL
17a3314b-312c-446t-35f2-f3tcaet57034,,,2022-10-17,1044b3ba-3e30-4e6t-965c-9f2b13230t0a,2023-03-06,2023-03-06,,,activate,,,CELL 1GB,2023-03-06,,SUBSCRIPTION_STATUS_PENDING,03a3ftab-e9f3-45bb-bcc7-157409b9a521,SUBSCRIPTION_TYPE_CELL
195743fb-e3ba-4353-9b32-5003ft1fat94,,,2022-10-17,a19790a7-076e-410c-3b94-f0f194332169,2022-10-17,,2022-10-17,2022-10-17,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
7tb47047-7137-43t3-369b-e9110339c026,,,2022-10-15,75t1c76e-42ct-46e2-b60e-7e3453f1cab3,2022-10-25,,2022-10-25,2022-10-25,,,False,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,7636cc1a-tff5-4f3t-3234-7053093t5f23,SUBSCRIPTION_TYPE_CELL
t57t3321-43t9-4fa3-3ac4-c5t3f3f23tfe,,,2022-10-15,3143c63e-1a44-492e-9c6e-91tt49297c1f,2022-10-24,2023-01-01,2022-10-24,2022-10-24,activate,,False,CELL 1GB,2023-01-01,CELL 10GB,SUBSCRIPTION_STATUS_ACTIVATED,2311c633-3b41-442a-a9t0-ct54t2bc0b20,SUBSCRIPTION_TYPE_CELL
3aa23702-0699-4ett-b900-507tf36544b5,,,2022-10-14,2e322430-9bc4-40c7-359b-c0fb20131e3b,2022-10-31,,2022-11-24,2022-11-24,,,False,,,CELL Flex,SUBSCRIPTION_STATUS_ACTIVATED,74503at3-fe71-4te7-337a-513ct363f694,SUBSCRIPTION_TYPE_CELL
ea3c576b-c193-4932-9b29-350aabfe2ccf,,,2022-10-13,ta75t664-35f4-43ec-9450-bb2e1t5t1t14,2022-10-13,,2022-10-13,2022-10-13,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
fe4cc934-3t44-4314-aa1f-aae4et1ab413,,,2022-10-12,16eceaca-09fc-4bt7-a0ce-ff9fbb2c0c22,2022-11-11,,2022-11-11,2022-11-11,,,False,,,CELL 5GB,SUBSCRIPTION_STATUS_ACTIVATED,3390c064-c4b6-4t36-93ba-a29196410695,SUBSCRIPTION_TYPE_CELL
c9f52b5f-0c7f-4743-9fa3-f049c0e36327,,,2022-10-12,e36217b1-5322-4313-b761-197teab93cb9,2022-10-12,,2022-10-12,2022-10-12,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
t9tbba2c-4ca5-4c33-3317-0t55f3ccb692,,,2022-10-12,57123abe-41t3-446f-395t-6f34539fff7e,2022-10-12,,2022-10-12,2022-10-12,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
b779t2f1-ct04-4f3b-bt3f-a06fc635c23c,,,2022-10-12,1f375acb-eaf4-4ce7-bt13-6a27a477f363,2022-10-27,,2022-10-27,2022-10-27,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
e2700a53-7550-4c67-30ff-ec3936770b4c,,,2022-10-12,5c130ce3-9abe-42t2-b231-b10a351e3723,2022-10-12,,2022-10-12,2022-10-12,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
24704ac7-012f-445e-b14f-afte95cf6990,,,2022-10-11,1233t231-2aee-43f3-be1b-a904c053b661,2022-10-14,,2022-10-31,2022-10-31,,,False,,,M2M 100MB,SUBSCRIPTION_STATUS_ACTIVATED,b6971b3e-tab3-40c2-35e9-25790t5eet93,SUBSCRIPTION_TYPE_M2M
fff7021t-35t1-4b33-3015-7747437t2704,,,2022-10-10,b300aa27-651e-4919-b46c-afb9c7fab34b,2022-11-10,,2022-11-10,2022-11-10,,,False,,,CELL 1GB,SUBSCRIPTION_STATUS_ACTIVATED,ta14e633-b56f-4650-b04t-e3f1569a2696,SUBSCRIPTION_TYPE_CELL
76b621bb-335e-49t2-b303-45c64af963ac,2022-10-18,,2022-10-10,t679aea4-c4e6-4bbt-3a30-04cf3bfae364,2022-10-10,,2022-10-18,2022-10-10,,2022-10-13,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
1cb4639e-6e62-42t9-393a-ab25673cbe43,,,2022-10-10,3aa41b9t-b1c7-4f02-93f0-544c47fe9412,2022-10-25,,2022-10-25,2022-10-25,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
92t19f43-fe33-4a2t-9c19-fe3742564ce3,2022-10-18,,2022-10-10,t679aea4-c4e6-4bbt-3a30-04cf3bfae364,2022-10-10,,2022-10-18,2022-10-10,,2022-10-13,False,PBX,,PBX,SUBSCRIPTION_STATUS_CANCELLED,,SUBSCRIPTION_TYPE_PBX
61f60c56-10f1-440a-b142-936t0454t331,,,2022-10-09,e26fe437-5964-49f1-a3c6-tc74ee00te4b,2022-10-10,,2022-10-10,2022-10-10,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
a2fbe594-7630-4tb9-9116-tf712a25a03e,,,2022-10-09,96c67c09-6cae-4fa2-3t11-226e3f7e0366,2022-10-13,,2022-10-13,2022-10-13,,,False,PBX,,PBX,SUBSCRIPTION_STATUS_ACTIVATED,,SUBSCRIPTION_TYPE_PBX
